5.157262714223232791e+00,0.000000000000000000e+00
6.069823849854866893e+00,0.000000000000000000e+00
7.787585987514415109e+00,2.916541305706913268e-03
9.881108592786990386e+00,2.260055157045756571e-03
1.378186011372221387e+01,3.513921374310903165e-03
1.501292297904489814e+01,4.343402102655507038e-03
1.702055747743449032e+01,8.625837490853301495e-03
1.816931090699431550e+01,1.151937491531130654e-02
2.297078642062538378e+01,2.325674980118954543e-02
2.437472662928943734e+01,2.711817212170749419e-02
2.559147481013161851e+01,3.112309096601404909e-02
2.678138295757286969e+01,3.474001274658650856e-02
2.792432104656248626e+01,3.816403203219507351e-02
2.915638181056289469e+01,4.301886847756453830e-02
3.022172467478443636e+01,4.659795169181720625e-02
3.141755139369358929e+01,5.048292314808400238e-02
3.267979982163448938e+01,5.479429391052628717e-02
3.387609845321881608e+01,5.862926440415620888e-02
3.503495636594134055e+01,6.376596200718391561e-02
3.619627022943258510e+01,6.821961862252926001e-02
3.739355546207760028e+01,7.200953623082217980e-02
3.960793669728418820e+01,7.871463706149731121e-02
4.073250698563832373e+01,8.329780873835040955e-02
4.201533858205097260e+01,8.774083440976097881e-02
4.317467891367449795e+01,9.147102899466780235e-02
4.434371147958171377e+01,9.612035736348314985e-02
4.559074072374801290e+01,1.009111330142391932e-01
4.666269036542207971e+01,1.043710618412179436e-01
4.788659588850451598e+01,1.077582604400686567e-01
4.907948626187919672e+01,1.107115984437401779e-01
5.023420414330590233e+01,1.154439865563021556e-01
5.143619030577755780e+01,1.188770194406337383e-01
5.265219293013639401e+01,1.210713810066091495e-01
5.322239452860948461e+01,1.230043864839215628e-01
5.418505705992285471e+01,1.255053826408498718e-01
5.602296029947228817e+01,1.301904309064335075e-01
5.656129468368523305e+01,1.308493941402218141e-01
5.729524759704885639e+01,1.318329115469945578e-01
5.840788898166924525e+01,1.343631910263906604e-01
5.956737842458943533e+01,1.359288995756659790e-01
6.082762122366082735e+01,1.377759127008431894e-01
6.195077339059207588e+01,1.404659245034293180e-01
6.313173486023300995e+01,1.425374342504844294e-01
6.425901626307208403e+01,1.441260614533281248e-01
6.550191627133055761e+01,1.455602703053080482e-01
6.667461926915582637e+01,1.473512283293554048e-01
6.785558073879677465e+01,1.485628188374969738e-01
6.904548888623801872e+01,1.498317651307572995e-01
7.021750367807865700e+01,1.508142665287180995e-01
7.139846514771959107e+01,1.513223266063632166e-01
7.257942661736052514e+01,1.516755636425957121e-01
7.383471433334251799e+01,1.522433348471784187e-01
7.494134955664240749e+01,1.534728762718093886e-01
7.620581335241958243e+01,1.542405822726000686e-01
7.724546319321459009e+01,1.537605871633364873e-01
7.848423396556522391e+01,1.544338187978582522e-01
7.967951011968666819e+01,1.537163773973966863e-01
8.082089569694035447e+01,1.543233898562225148e-01
8.199848900552706255e+01,1.547607300715205247e-01
8.320807984412898861e+01,1.553027151009314100e-01
8.438904131376993689e+01,1.554370579099240979e-01
8.557000278341087096e+01,1.557477478374189594e-01
8.675096425305180503e+01,1.557303573852214240e-01
8.794018419450841861e+01,1.552558464752611112e-01
8.913183309826375478e+01,1.546157425030018073e-01
9.031645079536488652e+01,1.541774417567046418e-01
9.149866793908306306e+01,1.546498111369162820e-01
9.269155831245774380e+01,1.544647166000819583e-01
9.385567897682751948e+01,1.543093679521768125e-01
9.495730446538630076e+01,1.547559362148748230e-01
9.614855461449758423e+01,1.548747721893765084e-01
9.744863470856552112e+01,1.551438449246137219e-01
9.862959617820645519e+01,1.552248442885704460e-01
9.952682015189471088e+01,1.553281849108725243e-01
