6.982384985486500995e+00,0.000000000000000000e+00
8.163346455127442169e+00,-1.717423881892806434e-04
9.344307924768383344e+00,1.335737851866142549e-03
1.052526939440932097e+01,2.577096061528817705e-03
1.170623086405026214e+01,2.594700100404931029e-03
1.288719233369120332e+01,4.890769742384208467e-03
1.401447373653028095e+01,6.483236687697358988e-03
1.557119567378424918e+01,1.355028029428102451e-02
1.670921308998370236e+01,1.671196567642367278e-02
1.793311861306612442e+01,2.440610426785934026e-02
1.911408008270706560e+01,3.050883774489798750e-02
2.029504155234800677e+01,3.514456798226391759e-02
2.155032926832998541e+01,4.381523420714818901e-02
2.265696449162988912e+01,5.380484919090122720e-02
2.383792596127083030e+01,6.524025229055334385e-02
2.501888743091176437e+01,7.563385739723160750e-02
2.621774225615333265e+01,8.611105482038007575e-02
2.738081037019364672e+01,9.634794314141092997e-02
2.829825151189818300e+01,1.059362763159117787e-01
2.942065290866436200e+01,1.137172614991362046e-01
3.060161437830530318e+01,1.236928835289109463e-01
3.178257584794624435e+01,1.349594684095975772e-01
3.296353731758718197e+01,1.461673731606975557e-01
3.414449878722811604e+01,1.577860388189057106e-01
3.532546025686906432e+01,1.697567852546352229e-01
3.650642172650999839e+01,1.811994105240826991e-01
3.768738319615094667e+01,1.933461973485730290e-01
3.886834466579188074e+01,2.059624252097586594e-01
4.004930613543282902e+01,2.179918517750752682e-01
4.123026760507376309e+01,2.305493995066739132e-01
4.241122907471469716e+01,2.431069472382725860e-01
4.359219054435564544e+01,2.554297744515237611e-01
4.477315201399657951e+01,2.670484401097319438e-01
4.595411348363752779e+01,2.783150249904186024e-01
4.713507495327846186e+01,2.895229297415184422e-01
4.831603642291939593e+01,3.003200735855098280e-01
4.949699789256034421e+01,3.097675744490023808e-01
5.067795936220127828e+01,3.187456342757996053e-01
5.185892083184221235e+01,3.277236941025967187e-01
5.303988230148316063e+01,3.361149526335248661e-01
5.422084377112409470e+01,3.444475310348661390e-01
5.540180524076504298e+01,3.524280286586858324e-01
5.658276671040597705e+01,3.607606070600271053e-01
5.776372818004692533e+01,3.686824245542598688e-01
5.894468964968785940e+01,3.759000804934498063e-01
6.012565111932879347e+01,3.834698172101611569e-01
6.130661258896974175e+01,3.909808737972856885e-01
6.248757405861067582e+01,3.976704085701933677e-01
6.366853552825162410e+01,4.020714182892116684e-01
6.484949699789255817e+01,4.067071485265775221e-01
6.603045846753349224e+01,4.106973973384874799e-01
6.721141993717444052e+01,4.156265282237878722e-01
6.839238140681537459e+01,4.199101776836323130e-01
6.957334287645632287e+01,4.249566688281065652e-01
7.075430434609725694e+01,4.292403182879509504e-01
7.193526581573820522e+01,4.338173683957299298e-01
7.311622728537913929e+01,4.348149305987074609e-01
7.429718875502007336e+01,4.352256915058158038e-01
7.547815022466102164e+01,4.365166543567278179e-01
7.665911169430195571e+01,4.371034556525968950e-01
7.784007316394290399e+01,4.381010178555743706e-01
7.902103463358383806e+01,4.394506608360733146e-01
8.020199610322477213e+01,4.403895429094638603e-01
8.138295757286572041e+01,4.409176640757460630e-01
8.256391904250665448e+01,4.417978660195496787e-01
8.374488051214760276e+01,4.425020275745926712e-01
8.492584198178853683e+01,4.429714686112878885e-01
8.610680345142948511e+01,4.427367480929402799e-01
8.728776492107041918e+01,4.420325865378973429e-01
8.846872639071135325e+01,4.415631455012020701e-01
8.964968786035230153e+01,4.409176640757460630e-01
9.083064932999323560e+01,4.407416236869852733e-01
9.201161079963418388e+01,4.422086269266580771e-01
9.319257226927511795e+01,4.426780679633533500e-01
9.437353373891606623e+01,4.430888288704617484e-01
9.555449520855700030e+01,4.433235493888093570e-01
9.673545667819793437e+01,4.433235493888093570e-01
9.791641814783888265e+01,4.442624314621999582e-01
9.909737961747981672e+01,4.442037513326129727e-01
9.984890055270587084e+01,4.456903146154813644e-01
